iter,train_timestamp,train_epoch,lr_g,lr_route,l_pix,l_route,time_sec,data_time_sec,set5_timestamp,set5_psnr,set5_ssim,set5_best_psnr,set5_best_psnr_iter,set5_best_ssim,set5_best_ssim_iter,set14_timestamp,set14_psnr,set14_ssim,set14_best_psnr,set14_best_psnr_iter,set14_best_ssim,set14_best_ssim_iter,set5_route_usage_active_mean,set5_route_usage_max_mean,set5_route_usage_std_mean,set5_route_entropy_norm_mean,set5_route_router_scale_mean,set5_route_xscore_mean_mean,set5_route_xscore_std_mean,set5_route_blocks,set14_route_usage_active_mean,set14_route_usage_max_mean,set14_route_usage_std_mean,set14_route_entropy_norm_mean,set14_route_router_scale_mean,set14_route_xscore_mean_mean,set14_route_xscore_std_mean,set14_route_blocks,train_source_log,set5_source_log,set14_source_log
27500,"2026-05-18 15:53:05,719",20,0.0002,2e-05,0.013609,2.8811e-08,0.525,0.001,"2026-05-18 15:54:02,913",37.8856,0.9601,37.8856,27500,0.9601,27500,"2026-05-18 15:54:23,040",33.4306,0.9168,33.4306,27500,0.9168,27500,42.475,0.33818750000000003,0.0689375,0.554525,6.007674999999999,0.031849999999999996,0.004475,8,44.9285625,0.34367500000000006,0.0704625,0.5454125000000001,6.007674999999999,0.0323125,0.005187499999999999,8,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log
30000,"2026-05-18 16:16:24,883",22,0.0002,2e-05,0.012415,4.7423e-08,0.526,0.002,"2026-05-18 16:16:29,473",37.8814,0.9602,37.8856,27500,0.9602,30000,"2026-05-18 16:16:48,848",33.4603,0.9171,33.4603,30000,0.9171,30000,41.925,0.3267875,0.06917499999999999,0.5470625,6.008349999999999,0.03138749999999999,0.0033,8,44.544650000000004,0.32708750000000003,0.06905,0.5516125,6.008349999999999,0.0317,0.0038499999999999997,8,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log
32500,"2026-05-18 16:37:57,145",24,0.0002,2e-05,0.010779,6.4909e-08,0.526,0.001,"2026-05-18 16:38:54,412",37.9284,0.9605,37.9284,32500,0.9605,32500,"2026-05-18 16:39:14,246",33.4904,0.9176,33.4904,32500,0.9176,32500,42.2,0.34262500000000007,0.0698375,0.5398750000000001,6.0091125,0.0321875,0.004475,8,45.7857125,0.35128750000000003,0.0706875,0.5417624999999999,6.0091125,0.032725000000000004,0.005275,8,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log
35000,"2026-05-18 17:01:15,593",26,0.0002,2e-05,0.011752,3.9496e-08,0.526,0.002,"2026-05-18 17:01:20,171",37.9657,0.9604,37.9657,35000,0.9605,32500,"2026-05-18 17:01:39,085",33.5221,0.9177,33.5221,35000,0.9177,35000,40.05,0.343,0.0699125,0.532575,6.009525,0.0315,0.0030250000000000003,8,43.8035875,0.3408375,0.0705375,0.5368125,6.009525,0.032162500000000004,0.0037125,8,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log
37500,"2026-05-18 17:22:48,947",28,0.0002,2e-05,0.011961,8.3342e-08,0.527,0.001,"2026-05-18 17:23:46,088",37.9685,0.9605,37.9685,37500,0.9605,37500,"2026-05-18 17:24:05,001",33.5135,0.9175,33.5221,35000,0.9177,35000,41.0,0.32956250000000004,0.06855,0.54265,6.0099625,0.032025,0.0038,8,43.330375000000004,0.35088749999999996,0.07060000000000001,0.539475,6.0099625,0.032662500000000004,0.0043375,8,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log
40000,"2026-05-18 17:46:07,034",30,0.0002,2e-05,0.011524,6.6981e-08,0.526,0.002,"2026-05-18 17:46:11,634",37.9719,0.9605,37.9719,40000,0.9605,40000,"2026-05-18 17:46:30,914",33.5469,0.9175,33.5469,40000,0.9177,35000,38.75,0.3589625,0.071675,0.5125124999999999,6.0106375,0.031787499999999996,0.0032250000000000004,8,42.491062500000005,0.359275,0.0721375,0.52145,6.0106375,0.032475,0.0040375,8,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log
42500,"2026-05-18 18:07:40,535",32,0.0002,2e-05,0.015099,1.8051e-07,0.525,0.001,"2026-05-18 18:08:38,001",37.9542,0.9605,37.9719,40000,0.9605,42500,"2026-05-18 18:08:57,298",33.533,0.9177,33.5469,40000,0.9177,42500,39.15,0.345275,0.06918750000000001,0.523525,6.011474999999999,0.031724999999999996,0.003525,8,42.16965,0.3536875,0.072025,0.523975,6.011474999999999,0.0320875,0.0036125000000000003,8,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log
45000,"2026-05-18 18:30:59,030",34,0.0002,2e-05,0.013022,8.2441e-08,0.527,0.002,"2026-05-18 18:31:03,679",38.0075,0.9606,38.0075,45000,0.9606,45000,"2026-05-18 18:31:22,718",33.5746,0.918,33.5746,45000,0.9180,45000,35.099999999999994,0.38450000000000006,0.0736375,0.498025,6.0126375,0.03215,0.0037125,8,38.758925000000005,0.400575,0.077825,0.4825,6.0126375,0.0326625,0.00435,8,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log
47500,"2026-05-18 18:52:32,343",36,0.0002,2e-05,0.01205,6.5714e-08,0.524,0.001,"2026-05-18 18:53:29,809",38.0225,0.9607,38.0225,47500,0.9607,47500,"2026-05-18 18:53:49,399",33.5545,0.9181,33.5746,45000,0.9181,47500,36.150000000000006,0.4119,0.0803,0.45182500000000003,6.0134125,0.033324999999999994,0.0045,8,37.7857,0.401625,0.07930000000000001,0.46775,6.0134125,0.033624999999999995,0.005125000000000001,8,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log
50000,"2026-05-18 19:15:51,537",38,0.0002,2e-05,0.014016,1.6885e-07,0.526,0.003,"2026-05-18 19:15:56,463",38.0297,0.9607,38.0297,50000,0.9607,50000,"2026-05-18 19:16:17,515",33.5698,0.9182,33.5746,45000,0.9182,50000,34.724999999999994,0.35187499999999994,0.068125,0.5308875,6.0112375,0.033762499999999994,0.0046625,8,38.0178625,0.3859875,0.073675,0.516475,6.0112375,0.034749999999999996,0.0057625,8,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log,train_train_CATANet_x2_scratch_20260518_120949.log
52500,"2026-05-19 11:11:02,515",39,0.0002,2e-05,0.014158,1.851e-07,0.507,0.0,"2026-05-19 11:11:59,517",38.0173,0.9607,38.0297,50000,0.9607,52500,"2026-05-19 11:12:20,741",33.5394,0.9172,33.5746,45000,0.9182,50000,37.75,0.37489999999999996,0.0716625,0.5128625,6.0064625,0.03346249999999999,0.0037625000000000002,8,40.26785,0.36566249999999995,0.07296249999999999,0.5127875,6.0064625,0.034012499999999994,0.004200000000000001,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
55000,"2026-05-19 11:33:32,006",41,0.0002,2e-05,0.014423,2.4018e-07,0.508,0.001,"2026-05-19 11:33:35,346",38.0393,0.9607,38.0393,55000,0.9607,55000,"2026-05-19 11:33:51,610",33.6263,0.9184,33.6263,55000,0.9184,55000,36.224999999999994,0.350975,0.0688125,0.5237625,6.0024125,0.033612500000000003,0.0043,8,37.4017875,0.38968749999999996,0.0753,0.49336250000000004,6.0024125,0.0346375,0.005325,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
57500,"2026-05-19 11:54:12,465",43,0.0002,2e-05,0.010425,1.8598e-07,0.507,0.0,"2026-05-19 11:55:06,721",38.0311,0.9606,38.0393,55000,0.9607,55000,"2026-05-19 11:55:23,018",33.6262,0.918,33.6263,55000,0.9184,55000,34.75,0.34161250000000004,0.06972500000000001,0.5097125,6.000112499999999,0.034449999999999995,0.0046625,8,36.7410625,0.36858750000000007,0.0729125,0.49524999999999997,6.000112499999999,0.0352875,0.0057375,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
60000,"2026-05-19 12:16:33,579",45,0.0002,2e-05,0.012805,1.4883e-07,0.506,0.001,"2026-05-19 12:16:36,956",38.0768,0.9609,38.0768,60000,0.9609,60000,"2026-05-19 12:16:53,384",33.6521,0.9186,33.6521,60000,0.9186,60000,37.45,0.3294125,0.0663625,0.539775,5.9984625000000005,0.0342875,0.0046375,8,40.3214375,0.34738750000000007,0.06951249999999999,0.5216625,5.9984625000000005,0.034824999999999995,0.005225,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
62500,"2026-05-19 12:37:12,394",47,0.0002,2e-05,0.011386,1.8723e-07,0.506,0.0,"2026-05-19 12:38:06,478",38.076,0.9608,38.0768,60000,0.9609,60000,"2026-05-19 12:38:22,902",33.6277,0.9185,33.6521,60000,0.9186,60000,34.5,0.338325,0.06825,0.5156125,5.9969875,0.034574999999999995,0.0044375000000000005,8,37.357150000000004,0.3519625,0.07021250000000001,0.51125,5.9969875,0.03503749999999999,0.0050125000000000005,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
65000,"2026-05-19 12:59:33,260",49,0.0002,2e-05,0.010956,2.4767e-07,0.506,0.001,"2026-05-19 12:59:36,627",38.0875,0.9608,38.0875,65000,0.9609,60000,"2026-05-19 12:59:52,684",33.6709,0.9187,33.6709,65000,0.9187,65000,36.349999999999994,0.3744625,0.073175,0.49948750000000003,5.9955625,0.0351625,0.0050750000000000005,8,39.562475,0.3615875,0.07077499999999999,0.5088125,5.9955625,0.035449999999999995,0.005750000000000001,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
67500,"2026-05-19 13:20:12,309",51,0.0002,2e-05,0.013506,1.8869e-07,0.507,0.0,"2026-05-19 13:21:06,331",38.0958,0.9609,38.0958,67500,0.9609,67500,"2026-05-19 13:21:22,582",33.6884,0.919,33.6884,67500,0.9190,67500,35.300000000000004,0.36079999999999995,0.07048750000000001,0.505225,5.994749999999999,0.034949999999999995,0.0048000000000000004,8,38.553575,0.36177499999999996,0.0696125,0.5190375,5.994749999999999,0.035062499999999996,0.005125,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
70000,"2026-05-19 13:42:32,712",53,0.0002,2e-05,0.013414,2.637e-07,0.507,0.001,"2026-05-19 13:42:36,047",38.1138,0.961,38.1138,70000,0.9610,70000,"2026-05-19 13:42:51,933",33.7592,0.9194,33.7592,70000,0.9194,70000,36.075,0.365925,0.07075000000000001,0.5114000000000001,5.9940999999999995,0.035074999999999995,0.0048625000000000005,8,39.5982375,0.3781375,0.071725,0.5075500000000001,5.9940999999999995,0.03547499999999999,0.00555,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
72500,"2026-05-19 14:03:11,649",55,0.0002,2e-05,0.014431,5.1994e-07,0.506,0.0,"2026-05-19 14:04:05,684",38.0847,0.9608,38.1138,70000,0.9610,70000,"2026-05-19 14:04:21,642",33.6804,0.9187,33.7592,70000,0.9194,70000,34.625,0.36724999999999997,0.068175,0.5089375,5.9927375000000005,0.03588749999999999,0.0059125,8,38.8482125,0.36339999999999995,0.06930000000000001,0.5114375,5.9927375000000005,0.0360625,0.0063,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
75000,"2026-05-19 14:25:32,091",57,0.0002,2e-05,0.013715,2.2007e-07,0.51,0.002,"2026-05-19 14:25:35,471",38.0862,0.9609,38.1138,70000,0.9610,70000,"2026-05-19 14:25:51,879",33.7222,0.9191,33.7592,70000,0.9194,70000,34.3,0.39156250000000004,0.071,0.5030874999999999,5.9938,0.03611249999999999,0.0057374999999999995,8,37.375,0.38029999999999997,0.071875,0.4984375,5.9938,0.036625,0.0067,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
77500,"2026-05-19 14:46:11,872",59,0.0002,2e-05,0.012486,2.7319e-07,0.506,0.0,"2026-05-19 14:47:05,906",38.0803,0.9611,38.1138,70000,0.9611,77500,"2026-05-19 14:47:22,237",33.6688,0.9191,33.7592,70000,0.9194,70000,33.65,0.38373750000000006,0.07067499999999999,0.49917500000000004,5.9924124999999995,0.03623749999999999,0.005912499999999999,8,36.723225,0.394825,0.0737125,0.4836625,5.9924124999999995,0.036225,0.0063124999999999995,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
80000,"2026-05-19 15:08:34,525",61,0.0002,2e-05,0.01412,2.1987e-07,0.508,0.003,"2026-05-19 15:08:37,895",38.0987,0.9612,38.1138,70000,0.9612,80000,"2026-05-19 15:08:54,160",33.6933,0.9193,33.7592,70000,0.9194,70000,34.62500000000001,0.39056250000000003,0.07051249999999999,0.49545000000000006,5.99255,0.0366625,0.00595,8,36.937512500000004,0.3964625,0.0721875,0.488225,5.99255,0.03658750000000001,0.006412500000000001,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
82500,"2026-05-19 15:29:14,908",63,0.0002,2e-05,0.012197,2.5343e-07,0.506,0.0,"2026-05-19 15:30:09,072",38.0933,0.9611,38.1138,70000,0.9612,80000,"2026-05-19 15:30:25,335",33.7186,0.9191,33.7592,70000,0.9194,70000,34.325,0.37973750000000006,0.06897500000000001,0.5055625,5.9934,0.037075000000000004,0.006575,8,37.1160625,0.3906375,0.071075,0.4967625,5.9934,0.036675000000000006,0.006787500000000001,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
85000,"2026-05-19 15:51:37,900",65,0.0002,2e-05,0.011156,2.6312e-07,0.51,0.005,"2026-05-19 15:51:41,299",38.119,0.961,38.1190,85000,0.9612,80000,"2026-05-19 15:51:57,629",33.7375,0.9191,33.7592,70000,0.9194,70000,32.925,0.36606250000000007,0.06822500000000001,0.503525,5.993125000000001,0.03691250000000001,0.006450000000000001,8,35.946425,0.38273749999999995,0.07087500000000001,0.49476250000000005,5.993125000000001,0.0368375,0.0071375,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
87500,"2026-05-19 16:12:18,567",67,0.0002,2e-05,0.012665,3.1209e-07,0.508,0.0,"2026-05-19 16:13:12,944",38.0967,0.961,38.1190,85000,0.9612,80000,"2026-05-19 16:13:29,527",33.6906,0.9188,33.7592,70000,0.9194,70000,32.225,0.406975,0.0728375,0.473775,5.993625,0.0377125,0.0067125000000000015,8,35.58036249999999,0.4158875,0.07516250000000001,0.4639625,5.993625,0.037812500000000006,0.0074,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
90000,"2026-05-19 16:34:41,112",69,0.0002,2e-05,0.013512,2.5321e-07,0.618,0.12,"2026-05-19 16:34:44,737",38.1362,0.9611,38.1362,90000,0.9612,80000,"2026-05-19 16:35:01,365",33.8214,0.92,33.8214,90000,0.9200,90000,31.824999999999996,0.37292499999999995,0.06858750000000001,0.5124125,5.9926,0.03725,0.006312500000000002,8,34.3482,0.39535,0.071625,0.49497499999999994,5.9926,0.037075,0.0070625,8,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log,train_train_CATANet_x2_scratch_20260519_105034.log
92500,"2026-05-20 14:32:10,797",70,0.0002,2e-05,0.011366,3.3637e-07,0.526,0.001,"2026-05-20 14:33:11,746",38.1472,0.9611,38.1472,92500,0.9612,80000,"2026-05-20 14:33:37,274",33.7737,0.9193,33.8214,90000,0.9200,90000,33.550000000000004,0.3620125,0.0680625,0.5066125,5.991287499999999,0.037775,0.006625000000000001,8,35.1785625,0.39253750000000004,0.070525,0.49637499999999996,5.991287499999999,0.037625,0.0075125,8,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log
95000,"2026-05-20 14:55:37,409",72,0.0002,2e-05,0.013387,2.8728e-07,0.527,0.001,"2026-05-20 14:55:41,629",38.1276,0.9611,38.1472,92500,0.9612,80000,"2026-05-20 14:56:00,208",33.7564,0.9192,33.8214,90000,0.9200,90000,31.975000000000005,0.387675,0.068425,0.502425,5.99055,0.0375375,0.0065,8,35.0982125,0.4353125,0.0737875,0.4771875,5.99055,0.0376,0.0073875,8,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log
97500,"2026-05-20 15:17:07,298",74,0.0002,2e-05,0.010826,4.1628e-07,0.525,0.001,"2026-05-20 15:18:04,226",38.1341,0.961,38.1472,92500,0.9612,80000,"2026-05-20 15:18:23,629",33.7092,0.9186,33.8214,90000,0.9200,90000,32.00000000000001,0.37629999999999997,0.0682125,0.5072500000000001,5.989037499999999,0.038900000000000004,0.007775000000000001,8,35.008925000000005,0.4133375,0.0725,0.486225,5.989037499999999,0.0389625,0.008350000000000002,8,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log
100000,"2026-05-20 15:40:23,306",76,0.0002,2e-05,0.010597,3.1478e-07,0.526,0.001,"2026-05-20 15:40:27,456",38.0455,0.9607,38.1472,92500,0.9612,80000,"2026-05-20 15:40:45,783",33.7393,0.9188,33.8214,90000,0.9200,90000,30.275,0.35281250000000003,0.068,0.5075875000000001,5.9872749999999995,0.038775000000000004,0.007237500000000001,8,34.4553625,0.3879875,0.0711375,0.49815,5.9872749999999995,0.038950000000000005,0.008350000000000002,8,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log
102500,"2026-05-20 16:01:52,610",78,0.0002,2e-05,0.013915,3.8017e-07,0.525,0.001,"2026-05-20 16:02:49,664",38.1443,0.9613,38.1472,92500,0.9613,102500,"2026-05-20 16:03:08,434",33.7922,0.92,33.8214,90000,0.9200,102500,32.225,0.350925,0.0651125,0.5272249999999999,5.985175,0.038525000000000004,0.0071875,8,35.6339375,0.373525,0.0675375,0.519425,5.985175,0.03869999999999999,0.008199999999999999,8,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log
105000,"2026-05-20 16:25:10,056",80,0.0002,2e-05,0.011724,5.1481e-07,0.526,0.002,"2026-05-20 16:25:14,313",38.1309,0.9611,38.1472,92500,0.9613,102500,"2026-05-20 16:25:32,718",33.6794,0.919,33.8214,90000,0.9200,102500,30.574999999999996,0.3985250000000001,0.0687625,0.5017125,5.98355,0.0380625,0.006762500000000001,8,33.45535,0.4132625,0.070575,0.49626250000000005,5.98355,0.0382125,0.0076124999999999995,8,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log,train_train_CATANet_x2_scratch_20260520_141054.log
