iter,train_timestamp,train_epoch,lr_g,lr_route,l_pix,l_route,time_sec,data_time_sec,set5_timestamp,set5_psnr,set5_ssim,set5_best_psnr,set5_best_psnr_iter,set5_best_ssim,set5_best_ssim_iter,set14_timestamp,set14_psnr,set14_ssim,set14_best_psnr,set14_best_psnr_iter,set14_best_ssim,set14_best_ssim_iter,set5_route_usage_active_mean,set5_route_usage_max_mean,set5_route_usage_std_mean,set5_route_entropy_norm_mean,set5_route_router_scale_mean,set5_route_xscore_mean_mean,set5_route_xscore_std_mean,set5_route_blocks,set14_route_usage_active_mean,set14_route_usage_max_mean,set14_route_usage_std_mean,set14_route_entropy_norm_mean,set14_route_router_scale_mean,set14_route_xscore_mean_mean,set14_route_xscore_std_mean,set14_route_blocks,train_source_log,set5_source_log,set14_source_log
2500,"2026-06-07 00:37:12,158",1,0.0002,2e-05,0.021903,5.8462e-07,0.514,0.0,"2026-06-07 00:38:08,843",32.4194,0.8983,32.4194,2500,0.8983,2500,"2026-06-07 00:38:26,050",28.7987,0.7858,28.7987,2500,0.7858,2500,41.9,0.252725,0.0528625,0.6456375,5.9548,0.0411125,0.009537499999999999,8,44.8124875,0.2926625,0.0569,0.6279125,5.9548,0.041125,0.00985,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
5000,"2026-06-07 00:59:53,140",3,0.0002,2e-05,0.030741,1.1012e-06,0.514,0.001,"2026-06-07 00:59:55,852",32.4347,0.898,32.4347,5000,0.8983,2500,"2026-06-07 01:00:08,541",28.8097,0.7859,28.8097,5000,0.7859,5000,42.2,0.2469625,0.0525125,0.6501375,5.9539375,0.0409875,0.0093875,8,44.875,0.282775,0.0558,0.63275,5.9539375,0.040825,0.0097875,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
7500,"2026-06-07 01:20:42,203",5,0.0002,2e-05,0.027162,1.09e-06,0.512,0.0,"2026-06-07 01:21:36,272",32.4825,0.8988,32.4825,7500,0.8988,7500,"2026-06-07 01:21:49,179",28.814,0.7863,28.814,7500,0.7863,7500,40.3,0.259575,0.053,0.641725,5.953825,0.0422375,0.010324999999999999,8,43.9553625,0.2809375,0.055675,0.6289375,5.953825,0.0420125,0.0108625,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
10000,"2026-06-07 01:43:15,648",7,0.0002,2e-05,0.023027,8.7024e-07,0.514,0.001,"2026-06-07 01:43:18,458",32.4763,0.8989,32.4825,7500,0.8989,10000,"2026-06-07 01:43:31,826",28.817,0.7866,28.817,10000,0.7866,10000,40.625,0.256375,0.0520375,0.64645,5.9540625,0.0414375,0.0094625,8,43.9374875,0.283225,0.055975,0.625,5.9540625,0.0413375,0.01005,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
12500,"2026-06-07 02:04:08,124",9,0.0002,2e-05,0.023181,8.9682e-07,0.513,0.0,"2026-06-07 02:05:02,528",32.4908,0.8991,32.4908,12500,0.8991,12500,"2026-06-07 02:05:15,740",28.8324,0.7868,28.8324,12500,0.7868,12500,41.325,0.26125,0.053175,0.6425500000000001,5.95405,0.0416875,0.009625,8,43.678575,0.28268750000000004,0.0559875,0.6241625,5.95405,0.04165,0.0101875,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
15000,"2026-06-07 02:26:43,564",11,0.0002,2e-05,0.026581,1.4283e-06,0.514,0.001,"2026-06-07 02:26:46,477",32.4734,0.8986,32.4908,12500,0.8991,12500,"2026-06-07 02:26:59,885",28.8405,0.7864,28.8405,15000,0.7868,12500,40.7,0.257025,0.0534,0.6407875,5.9541625,0.0419125,0.00985,8,44.196425,0.290025,0.0555375,0.627775,5.9541625,0.041925000000000004,0.0104625,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
17500,"2026-06-07 02:47:37,217",13,0.0002,2e-05,0.022082,9.3527e-07,0.514,0.0,"2026-06-07 02:48:31,599",32.4733,0.8991,32.4908,12500,0.8991,12500,"2026-06-07 02:48:45,078",28.8166,0.7874,28.8405,15000,0.7874,17500,40.8,0.265025,0.0543875,0.631525,5.9541875,0.04245,0.0105375,8,44.794650000000004,0.28959999999999997,0.0563125,0.625925,5.9541875,0.0421375,0.01055,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
20000,"2026-06-07 03:10:13,804",15,0.0002,2e-05,0.026147,1.0527e-06,0.514,0.001,"2026-06-07 03:10:16,679",32.4686,0.8989,32.4908,12500,0.8991,12500,"2026-06-07 03:10:30,071",28.817,0.7873,28.8405,15000,0.7874,17500,42.575,0.249725,0.052512500000000004,0.6521,5.955175,0.0426875,0.0107125,8,46.48215,0.27397499999999997,0.054025000000000004,0.6421749999999999,5.955175,0.0422875,0.010750000000000001,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
22500,"2026-06-07 03:31:06,808",17,0.0002,2e-05,0.023534,1.1356e-06,0.514,0.0,"2026-06-07 03:32:01,173",32.5108,0.8994,32.5108,22500,0.8994,22500,"2026-06-07 03:32:14,578",28.8393,0.7874,28.8405,15000,0.7874,22500,40.475,0.2791625,0.056775,0.6201375,5.9554375,0.0426125,0.0103375,8,44.4285625,0.3040375,0.058124999999999996,0.6143125,5.9554375,0.042175000000000004,0.010750000000000001,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
25000,"2026-06-07 03:53:43,884",19,0.0002,2e-05,0.021885,1.2139e-06,0.515,0.002,"2026-06-07 03:53:46,721",32.4626,0.899,32.5108,22500,0.8994,22500,"2026-06-07 03:53:59,892",28.8219,0.7874,28.8405,15000,0.7874,22500,41.525,0.25703750000000003,0.053225,0.642325,5.9560625,0.042499999999999996,0.010225,8,45.08035,0.2890625,0.0562875,0.6261875,5.9560625,0.0427125,0.011412499999999999,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
27500,"2026-06-07 04:14:36,017",21,0.0002,2e-05,0.025571,1.1349e-06,0.513,0.0,"2026-06-07 04:15:30,551",32.4877,0.8989,32.5108,22500,0.8994,22500,"2026-06-07 04:15:43,959",28.851,0.7871,28.851,27500,0.7874,22500,38.8,0.2682625,0.053875,0.634425,5.9566125,0.0424875,0.0105625,8,43.07145,0.2861,0.055375,0.6282875,5.9566125,0.0424875,0.011049999999999999,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
30000,"2026-06-07 04:37:10,999",23,0.0002,2e-05,0.022043,8.4725e-07,0.515,0.002,"2026-06-07 04:37:13,840",32.4869,0.899,32.5108,22500,0.8994,22500,"2026-06-07 04:37:27,011",28.8331,0.7869,28.851,27500,0.7874,22500,40.15,0.2640625,0.0537375,0.6355500000000001,5.95735,0.04255,0.010750000000000001,8,44.45535,0.2904875,0.0557625,0.6304500000000001,5.95735,0.042325,0.011125,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
32500,"2026-06-07 04:58:04,040",25,0.0002,2e-05,0.026438,1.3644e-06,0.513,0.0,"2026-06-07 04:58:58,338",32.4781,0.8985,32.5108,22500,0.8994,22500,"2026-06-07 04:59:11,629",28.8535,0.7864,28.8535,32500,0.7874,22500,38.725,0.2621875,0.0536875,0.6318,5.9580875,0.042725,0.0104625,8,43.6339375,0.2863,0.05595,0.6236125,5.9580875,0.04265,0.0110375,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
35000,"2026-06-07 05:20:39,051",27,0.0002,2e-05,0.024671,1.0773e-06,0.516,0.004,"2026-06-07 05:20:41,948",32.482,0.8987,32.5108,22500,0.8994,22500,"2026-06-07 05:20:55,293",28.8646,0.7873,28.8646,35000,0.7874,22500,40.3,0.2629875,0.0544125,0.6359625,5.9584624999999996,0.0420125,0.009775,8,44.1696375,0.2994625,0.0572125,0.6244,5.9584624999999996,0.0419,0.0106125,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
37500,"2026-06-07 05:41:31,310",29,0.0002,2e-05,0.021904,1.202e-06,0.514,0.001,"2026-06-07 05:42:25,715",32.478,0.8989,32.5108,22500,0.8994,22500,"2026-06-07 05:42:38,894",28.8234,0.7872,28.8646,35000,0.7874,22500,38.125,0.26311249999999997,0.05435,0.6309,5.9599625,0.043187500000000004,0.0109375,8,43.348225,0.30375,0.057425,0.6176125,5.9599625,0.043075,0.0117125,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
40000,"2026-06-07 06:04:07,384",31,0.0002,2e-05,0.022441,1.0362e-06,0.604,0.093,"2026-06-07 06:04:10,252",32.4843,0.8991,32.5108,22500,0.8994,22500,"2026-06-07 06:04:23,432",28.8263,0.7872,28.8646,35000,0.7874,22500,40.525,0.2591625,0.054475,0.633575,5.959725,0.042775,0.0104,8,44.9018125,0.293025,0.057124999999999995,0.6212,5.959725,0.0430625,0.0116375,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
42500,"2026-06-07 06:24:59,895",33,0.0002,2e-05,0.020766,1.3023e-06,0.514,0.0,"2026-06-07 06:25:54,277",32.5152,0.8991,32.5152,42500,0.8994,22500,"2026-06-07 06:26:07,509",28.8634,0.787,28.8646,35000,0.7874,22500,39.125,0.27535,0.0544375,0.6251125,5.9607625,0.0431875,0.01085,8,43.830375,0.2965125,0.055612499999999995,0.62705,5.9607625,0.0428,0.0112875,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
45000,"2026-06-07 06:47:35,120",35,0.0002,2e-05,0.024459,1.4063e-06,0.514,0.001,"2026-06-07 06:47:37,982",32.4369,0.8986,32.5152,42500,0.8994,22500,"2026-06-07 06:47:51,336",28.8438,0.7871,28.8646,35000,0.7874,22500,40.050000000000004,0.2619375,0.054425,0.6334,5.9616,0.0434,0.0110875,8,44.928562500000005,0.3048375,0.057287500000000005,0.6241875,5.9616,0.0433625,0.011625,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
47500,"2026-06-07 07:08:28,375",37,0.0002,2e-05,0.023051,1.2884e-06,0.515,0.0,"2026-06-07 07:09:22,628",32.4697,0.8989,32.5152,42500,0.8994,22500,"2026-06-07 07:09:36,020",28.8705,0.7876,28.8705,47500,0.7876,47500,39.625,0.2634125,0.0543875,0.6331125,5.962675,0.0427625,0.0106,8,44.749987499999996,0.28425,0.0556125,0.6340625,5.962675,0.0427625,0.0115125,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
50000,"2026-06-07 07:31:03,737",39,0.0002,2e-05,0.023832,1.2095e-06,0.515,0.001,"2026-06-07 07:31:06,549",32.5434,0.8991,32.5434,50000,0.8994,22500,"2026-06-07 07:31:19,891",28.8471,0.7867,28.8705,47500,0.7876,47500,40.0,0.25787499999999997,0.054375,0.6367125,5.9636125,0.042925,0.010675,8,44.6428625,0.2946625,0.056987499999999996,0.6301625,5.9636125,0.042925,0.0110875,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
52500,"2026-06-07 07:51:55,930",41,0.0002,2e-05,0.025766,1.4481e-06,0.513,0.0,"2026-06-07 07:52:50,098",32.4716,0.8987,32.5434,50000,0.8994,22500,"2026-06-07 07:53:03,206",28.8375,0.7867,28.8705,47500,0.7876,47500,39.1,0.267,0.0547,0.6314875,5.9643625,0.043000000000000003,0.010425,8,43.973225,0.2810875,0.0541375,0.636075,5.9643625,0.04285,0.0113,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
55000,"2026-06-07 08:14:30,138",43,0.0002,2e-05,0.026781,1.148e-06,0.514,0.001,"2026-06-07 08:14:32,981",32.5057,0.8994,32.5434,50000,0.8994,22500,"2026-06-07 08:14:46,185",28.8648,0.7875,28.8705,47500,0.7876,47500,40.275,0.2690125,0.054425,0.6366625,5.9655125,0.0431125,0.0106125,8,45.20535,0.28276249999999997,0.055175,0.6370625,5.9655125,0.043062500000000004,0.0114625,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
57500,"2026-06-07 08:35:22,195",45,0.0002,2e-05,0.022349,1.2708e-06,0.513,0.0,"2026-06-07 08:36:16,524",32.4647,0.8988,32.5434,50000,0.8994,22500,"2026-06-07 08:36:29,739",28.8564,0.7876,28.8705,47500,0.7876,47500,39.9,0.2614125,0.05465,0.633625,5.966625,0.0433875,0.01115,8,44.5892875,0.2809125,0.05515,0.6361125,5.966625,0.0431,0.0117625,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
60000,"2026-06-07 08:57:56,919",47,0.0002,2e-05,0.025552,1.1812e-06,0.514,0.001,"2026-06-07 08:57:59,694",32.4686,0.8988,32.5434,50000,0.8994,22500,"2026-06-07 08:58:12,834",28.8487,0.7867,28.8705,47500,0.7876,47500,39.925,0.27365,0.054075,0.639975,5.967075,0.0428375,0.0106375,8,44.9107125,0.275625,0.0539875,0.643975,5.967075,0.042925,0.0115125,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
62500,"2026-06-07 09:18:45,586",49,0.0002,2e-05,0.025999,1.4132e-06,0.512,0.0,"2026-06-07 09:19:39,487",32.4993,0.8991,32.5434,50000,0.8994,22500,"2026-06-07 09:19:51,846",28.8443,0.7873,28.8705,47500,0.7876,47500,41.05,0.2568125,0.052587499999999995,0.6529625,5.9683,0.0428875,0.01065,8,44.8749875,0.2724875,0.053425,0.6494,5.9683,0.04295,0.01185,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
65000,"2026-06-07 09:41:16,108",51,0.0002,2e-05,0.029118,1.7027e-06,0.512,0.002,"2026-06-07 09:41:18,763",32.486,0.8991,32.5434,50000,0.8994,22500,"2026-06-07 09:41:30,827",28.8591,0.7874,28.8705,47500,0.7876,47500,39.875,0.2611625,0.0533625,0.6455875,5.9687375,0.0435,0.01065,8,45.696425,0.284875,0.055125,0.6429375,5.9687375,0.04345,0.011712499999999999,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
67500,"2026-06-07 10:02:03,489",53,0.0002,2e-05,0.029006,1.231e-06,0.512,0.0,"2026-06-07 10:02:57,410",32.5084,0.8993,32.5434,50000,0.8994,22500,"2026-06-07 10:03:09,406",28.8648,0.7872,28.8705,47500,0.7876,47500,40.075,0.2587375,0.053425,0.6431375,5.9697625,0.0432625,0.0105875,8,45.258937499999995,0.2830625,0.0547,0.641625,5.9697625,0.0431375,0.0116875,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
70000,"2026-06-07 10:24:33,126",55,0.0002,2e-05,0.019264,1.3686e-06,0.513,0.002,"2026-06-07 10:24:35,807",32.4834,0.8988,32.5434,50000,0.8994,22500,"2026-06-07 10:24:48,502",28.8523,0.7871,28.8705,47500,0.7876,47500,39.675,0.2648875,0.0545875,0.635225,5.97075,0.043625,0.0109,8,44.491075,0.2836375,0.05515,0.6339625,5.97075,0.043575,0.012075,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
72500,"2026-06-07 10:45:20,990",57,0.0002,2e-05,0.026615,1.8179e-06,0.512,0.0,"2026-06-07 10:46:15,119",32.5478,0.8993,32.5478,72500,0.8994,22500,"2026-06-07 10:46:27,749",28.8446,0.7869,28.8705,47500,0.7876,47500,40.300000000000004,0.2619,0.053225,0.6455,5.971925,0.042875,0.0106625,8,44.1875125,0.2667125,0.0532875,0.6474,5.971925,0.0427625,0.0114,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
75000,"2026-06-07 11:07:52,210",59,0.0002,2e-05,0.02242,1.0368e-06,0.515,0.004,"2026-06-07 11:07:54,877",32.4797,0.8993,32.5478,72500,0.8994,22500,"2026-06-07 11:08:07,493",28.8457,0.7876,28.8705,47500,0.7876,75000,39.75,0.2749875,0.0552375,0.6328125,5.972325,0.0437,0.011125,8,44.4553625,0.30765,0.0573875,0.63045,5.972325,0.0436875,0.0122,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
77500,"2026-06-07 11:28:40,762",61,0.0002,2e-05,0.024677,1.2819e-06,0.512,0.0,"2026-06-07 11:29:34,781",32.5262,0.8993,32.5478,72500,0.8994,22500,"2026-06-07 11:29:46,894",28.8645,0.7871,28.8705,47500,0.7876,75000,40.8,0.2544875,0.052137499999999996,0.65195,5.9732875,0.0431125,0.0107,8,45.5625,0.2765625,0.053337499999999996,0.64905,5.9732875,0.043025,0.0117875,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
80000,"2026-06-07 11:51:11,009",63,0.0002,2e-05,0.023031,1.2382e-06,0.556,0.046,"2026-06-07 11:51:13,669",32.4918,0.8994,32.5478,72500,0.8994,22500,"2026-06-07 11:51:25,916",28.8276,0.7872,28.8705,47500,0.7876,75000,40.85,0.2675625,0.0538375,0.6469125,5.9739875,0.0430875,0.010575,8,45.8482,0.2748,0.05355,0.651775,5.9739875,0.043125000000000004,0.0116375,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
82500,"2026-06-07 12:11:58,900",65,0.0002,2e-05,0.02662,1.1798e-06,0.512,0.0,"2026-06-07 12:12:52,956",32.5088,0.8991,32.5478,72500,0.8994,22500,"2026-06-07 12:13:05,256",28.8398,0.7875,28.8705,47500,0.7876,75000,40.6,0.266625,0.054475,0.6414875,5.9753375,0.043075,0.010825,8,45.803575,0.2778,0.0548625,0.64485,5.9753375,0.043025,0.011625,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
85000,"2026-06-07 12:34:29,783",67,0.0002,2e-05,0.023258,1.3182e-06,0.513,0.001,"2026-06-07 12:34:32,453",32.4808,0.8985,32.5478,72500,0.8994,22500,"2026-06-07 12:34:45,111",28.838,0.7864,28.8705,47500,0.7876,75000,39.0,0.2524125,0.0532,0.6432125,5.975975,0.0434,0.010937500000000001,8,44.2767875,0.2713125,0.0539375,0.6442375,5.975975,0.04355,0.0123625,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
87500,"2026-06-07 12:55:18,524",69,0.0002,2e-05,0.024321,1.4187e-06,0.512,0.0,"2026-06-07 12:56:12,461",32.4662,0.8985,32.5478,72500,0.8994,22500,"2026-06-07 12:56:24,632",28.8549,0.7871,28.8705,47500,0.7876,75000,40.2,0.2540625,0.0526625,0.649725,5.9770625,0.0437375,0.0111375,8,44.6428625,0.278,0.053974999999999995,0.6458375000000001,5.9770625,0.0437375,0.01205,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
90000,"2026-06-07 13:17:49,654",71,0.0002,2e-05,0.026186,1.7537e-06,0.513,0.001,"2026-06-07 13:17:52,311",32.4837,0.8994,32.5478,72500,0.8994,22500,"2026-06-07 13:18:04,435",28.8161,0.7875,28.8705,47500,0.7876,75000,39.95,0.257025,0.053475,0.6467125,5.978475,0.043575,0.011375,8,45.089275,0.274375,0.0546,0.644925,5.978475,0.0438125,0.0125125,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
92500,"2026-06-07 13:38:37,274",73,0.0002,2e-05,0.026679,1.2824e-06,0.513,0.0,"2026-06-07 13:39:31,279",32.5102,0.8994,32.5478,72500,0.8994,22500,"2026-06-07 13:39:43,508",28.862,0.7873,28.8705,47500,0.7876,75000,40.075,0.25835,0.0525875,0.650075,5.978675,0.0426,0.0102125,8,44.5446375,0.27,0.0526625,0.6537625,5.978675,0.042675,0.0112625,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
95000,"2026-06-07 14:01:08,524",75,0.0002,2e-05,0.026463,1.2427e-06,0.514,0.001,"2026-06-07 14:01:11,235",32.5264,0.8994,32.5478,72500,0.8994,22500,"2026-06-07 14:01:24,055",28.8467,0.7874,28.8705,47500,0.7876,75000,40.75,0.275125,0.0547,0.6417625,5.9798125,0.0436375,0.0109625,8,45.48215,0.29145,0.0552125,0.6427499999999999,5.9798125,0.0436125,0.0120375,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
97500,"2026-06-07 14:21:59,058",77,0.0002,2e-05,0.026784,1.5526e-06,0.513,0.0,"2026-06-07 14:22:53,140",32.5079,0.899,32.5478,72500,0.8994,22500,"2026-06-07 14:23:06,001",28.8459,0.787,28.8705,47500,0.7876,75000,39.75,0.2582125,0.053274999999999996,0.648325,5.980775,0.0434375,0.0111625,8,44.2321375,0.2799125,0.055075,0.641625,5.980775,0.043675,0.01225,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
100000,"2026-06-07 14:44:32,197",79,0.0002,2e-05,0.024697,1.3865e-06,0.513,0.001,"2026-06-07 14:44:34,907",32.4684,0.8988,32.5478,72500,0.8994,22500,"2026-06-07 14:44:47,833",28.8519,0.7875,28.8705,47500,0.7876,75000,39.725,0.2566625,0.0536375,0.63985,5.981575,0.043687500000000004,0.01115,8,44.5982125,0.26825,0.0533125,0.6523625,5.981575,0.0434875,0.0120875,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
102500,"2026-06-07 15:05:21,996",81,0.0002,2e-05,0.022237,9.313e-07,0.513,0.0,"2026-06-07 15:06:16,155",32.4916,0.8989,32.5478,72500,0.8994,22500,"2026-06-07 15:06:29,019",28.8543,0.7873,28.8705,47500,0.7876,75000,39.575,0.2488,0.05185,0.6561125,5.982825,0.043025,0.0106,8,44.2767875,0.2724625,0.0543,0.6508375,5.982825,0.0432,0.0117,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
105000,"2026-06-07 15:27:54,603",83,0.0002,2e-05,0.026625,1.8921e-06,0.513,0.002,"2026-06-07 15:27:57,273",32.5148,0.8991,32.5478,72500,0.8994,22500,"2026-06-07 15:28:09,411",28.8562,0.7874,28.8705,47500,0.7876,75000,39.2,0.265125,0.053375,0.64075,5.984025,0.0430125,0.0105375,8,44.008925,0.2746375,0.05375,0.648525,5.984025,0.043262499999999995,0.011675,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
107500,"2026-06-07 15:48:44,298",85,0.0002,2e-05,0.022991,1.4403e-06,0.512,0.0,"2026-06-07 15:49:38,376",32.5257,0.8991,32.5478,72500,0.8994,22500,"2026-06-07 15:49:51,232",28.8567,0.7871,28.8705,47500,0.7876,75000,39.75,0.268,0.0533625,0.6414875,5.9843625,0.0433375,0.011162499999999999,8,43.991075,0.2734625,0.05395,0.6471125,5.9843625,0.0434375,0.0120875,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
110000,"2026-06-07 16:11:17,234",87,0.0002,2e-05,0.025234,1.0911e-06,0.515,0.002,"2026-06-07 16:11:20,142",32.533,0.8994,32.5478,72500,0.8994,22500,"2026-06-07 16:11:33,180",28.8641,0.7878,28.8705,47500,0.7878,110000,40.0,0.2587125,0.0533,0.646275,5.98535,0.0435125,0.011025,8,44.6785875,0.2808,0.05435,0.64775,5.98535,0.043762499999999996,0.0121,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
112500,"2026-06-07 16:32:07,753",89,0.0002,2e-05,0.025686,1.1954e-06,0.513,0.0,"2026-06-07 16:33:01,866",32.4868,0.8989,32.5478,72500,0.8994,22500,"2026-06-07 16:33:14,890",28.8469,0.7868,28.8705,47500,0.7878,110000,39.375,0.2452,0.0516,0.6466000000000001,5.9861,0.043125,0.0104625,8,44.598225,0.2614125,0.0519375,0.6556875,5.9861,0.0430375,0.0115375,8,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log,train_train_CATANet_x4_finetune_20260607_001632.log
