iter,train_timestamp,train_epoch,lr_g,lr_route,l_pix,l_route,time_sec,data_time_sec,set5_timestamp,set5_psnr,set5_ssim,set5_best_psnr,set5_best_psnr_iter,set5_best_ssim,set5_best_ssim_iter,set14_timestamp,set14_psnr,set14_ssim,set14_best_psnr,set14_best_psnr_iter,set14_best_ssim,set14_best_ssim_iter,set5_route_usage_active_mean,set5_route_usage_max_mean,set5_route_usage_std_mean,set5_route_entropy_norm_mean,set5_route_router_scale_mean,set5_route_xscore_mean_mean,set5_route_xscore_std_mean,set5_route_blocks,set14_route_usage_active_mean,set14_route_usage_max_mean,set14_route_usage_std_mean,set14_route_entropy_norm_mean,set14_route_router_scale_mean,set14_route_xscore_mean_mean,set14_route_xscore_std_mean,set14_route_blocks,train_source_log,set5_source_log,set14_source_log
27500,"2026-06-07 04:01:27,125",21,0.0002,2e-05,0.018102,7.2673e-07,0.508,0.001,"2026-06-07 04:02:23,016",34.6366,0.929,34.6708,22500,0.9295,5000,"2026-06-07 04:02:42,932",30.6002,0.8464,30.6027,22500,0.8471,22500,42.324999999999996,0.2678,0.055037499999999996,0.618825,5.9521125,0.041275,0.0094875,8,46.9642875,0.2851625,0.056,0.6229375,5.9521125,0.0417125,0.0111875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
30000,"2026-06-07 04:24:02,180",23,0.0002,2e-05,0.020397,9.8762e-07,0.509,0.003,"2026-06-07 04:24:06,130",34.6351,0.9294,34.6708,22500,0.9295,5000,"2026-06-07 04:24:24,633",30.5902,0.8472,30.6027,22500,0.8472,30000,44.2,0.258675,0.054375,0.632025,5.9513,0.0419875,0.0098625,8,47.678575,0.2996125,0.057575,0.624425,5.9513,0.042575,0.011925,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
32500,"2026-06-07 04:44:52,521",25,0.0002,2e-05,0.016702,1.0167e-06,0.515,0.001,"2026-06-07 04:45:47,551",34.6671,0.9293,34.6708,22500,0.9295,5000,"2026-06-07 04:46:07,635",30.6075,0.8469,30.6075,32500,0.8472,30000,42.05,0.270525,0.056775,0.611925,5.9505625,0.0412,0.0093875,8,46.410725,0.3048375,0.059449999999999996,0.6095625,5.9505625,0.0420125,0.011125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
35000,"2026-06-07 05:07:27,223",27,0.0002,2e-05,0.021013,1.0472e-06,0.512,0.006,"2026-06-07 05:07:31,451",34.6643,0.9294,34.6708,22500,0.9295,5000,"2026-06-07 05:07:50,255",30.5815,0.8464,30.6075,32500,0.8472,30000,41.6,0.2538125,0.053512500000000005,0.630475,5.951,0.0420125,0.0100625,8,46.562475,0.2778125,0.055787500000000004,0.6291375,5.951,0.0426125,0.0119875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
37500,"2026-06-07 05:28:17,883",29,0.0002,2e-05,0.01653,7.961e-07,0.521,0.001,"2026-06-07 05:29:13,116",34.631,0.9294,34.6708,22500,0.9295,5000,"2026-06-07 05:29:31,774",30.5935,0.8474,30.6075,32500,0.8474,37500,41.775,0.2497875,0.05325,0.6290375,5.9500874999999995,0.0412125,0.009075,8,46.9999875,0.28765,0.05605,0.621575,5.9500874999999995,0.0418125,0.0107875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
40000,"2026-06-07 05:50:49,211",31,0.0002,2e-05,0.01544,9.6237e-07,0.647,0.143,"2026-06-07 05:50:53,349",34.6805,0.9295,34.6805,40000,0.9295,40000,"2026-06-07 05:51:12,603",30.5795,0.847,30.6075,32500,0.8474,37500,42.3,0.26845,0.05615,0.614775,5.9502,0.042237500000000004,0.0101,8,47.3482,0.2894375,0.057975,0.6198625,5.9502,0.0428875,0.01175,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
42500,"2026-06-07 06:11:40,591",33,0.0002,2e-05,0.020837,1.2692e-06,0.508,0.001,"2026-06-07 06:12:35,703",34.6689,0.9294,34.6805,40000,0.9295,40000,"2026-06-07 06:12:54,954",30.6027,0.8469,30.6075,32500,0.8474,37500,43.2,0.265725,0.0547125,0.621675,5.9505625,0.041375,0.0090125,8,46.946425,0.28345,0.0563,0.626775,5.9505625,0.0423,0.0109875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
45000,"2026-06-07 06:34:14,257",35,0.0002,2e-05,0.020965,1.4164e-06,0.507,0.002,"2026-06-07 06:34:18,543",34.6514,0.9293,34.6805,40000,0.9295,40000,"2026-06-07 06:34:37,495",30.611,0.847,30.611,45000,0.8474,37500,41.975,0.25272500000000003,0.052700000000000004,0.6361625,5.9499625,0.041475,0.0094375,8,46.866075,0.27799999999999997,0.0549875,0.6336875,5.9499625,0.042075,0.011537500000000001,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
47500,"2026-06-07 06:55:04,761",37,0.0002,2e-05,0.018545,1.4647e-06,0.512,0.001,"2026-06-07 06:56:00,074",34.6783,0.9295,34.6805,40000,0.9295,40000,"2026-06-07 06:56:18,308",30.6055,0.847,30.611,45000,0.8474,37500,43.275,0.2508625,0.05395,0.6282625,5.9498999999999995,0.04155,0.0094,8,47.1071375,0.2816375,0.0557,0.6284125,5.9498999999999995,0.04225,0.0113,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
50000,"2026-06-07 07:17:35,264",39,0.0002,2e-05,0.018723,9.5391e-07,0.508,0.002,"2026-06-07 07:17:40,494",34.6452,0.9293,34.6805,40000,0.9295,40000,"2026-06-07 07:18:00,998",30.6212,0.8472,30.6212,50000,0.8474,37500,44.55,0.25401250000000003,0.0546,0.6318874999999999,5.9497875,0.0413625,0.009325,8,47.95535,0.2885125,0.0573625,0.6250875,5.9497875,0.0422125,0.011325,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
52500,"2026-06-07 07:38:28,572",41,0.0002,2e-05,0.020028,1.0912e-06,0.509,0.001,"2026-06-07 07:39:23,549",34.67,0.9293,34.6805,40000,0.9295,40000,"2026-06-07 07:39:42,396",30.5969,0.8471,30.6212,50000,0.8474,37500,43.6,0.2681,0.0559125,0.6193,5.9498875,0.0413625,0.0090125,8,47.17855,0.2876875,0.05595,0.6257875,5.9498875,0.0416875,0.010512500000000001,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
55000,"2026-06-07 08:01:01,119",43,0.0002,2e-05,0.022041,1.2529e-06,0.51,0.002,"2026-06-07 08:01:05,265",34.6389,0.9292,34.6805,40000,0.9295,40000,"2026-06-07 08:01:23,420",30.5826,0.8472,30.6212,50000,0.8474,37500,42.15,0.24207499999999998,0.0529,0.6305125,5.9503125,0.0420125,0.00975,8,46.4642875,0.28365,0.05635,0.6239625,5.9503125,0.0425875,0.0115875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
57500,"2026-06-07 08:21:50,505",45,0.0002,2e-05,0.016007,9.7541e-07,0.507,0.001,"2026-06-07 08:22:45,519",34.654,0.9292,34.6805,40000,0.9295,40000,"2026-06-07 08:23:04,206",30.604,0.8468,30.6212,50000,0.8474,37500,43.675,0.2679125,0.055575,0.6253375,5.9504125000000005,0.0416625,0.00955,8,47.5892875,0.28528749999999997,0.056287500000000004,0.6283,5.9504125000000005,0.042175,0.0113125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
60000,"2026-06-07 08:44:22,032",47,0.0002,2e-05,0.018554,1.0935e-06,0.51,0.003,"2026-06-07 08:44:26,373",34.6463,0.9293,34.6805,40000,0.9295,40000,"2026-06-07 08:44:45,259",30.6067,0.8475,30.6212,50000,0.8475,60000,45.075,0.25445,0.0539375,0.6365625,5.9500375,0.042125,0.01025,8,47.633925,0.26915,0.055325,0.636975,5.9500375,0.042725,0.0119125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
62500,"2026-06-07 09:05:11,099",49,0.0002,2e-05,0.021339,1.4677e-06,0.507,0.001,"2026-06-07 09:06:06,301",34.6588,0.9295,34.6805,40000,0.9295,40000,"2026-06-07 09:06:24,245",30.592,0.8468,30.6212,50000,0.8475,60000,43.95,0.2626125,0.054575000000000005,0.6246,5.9506,0.0421,0.009975,8,48.133925,0.28425,0.0563375,0.6263375,5.9506,0.0426625,0.0114625,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
65000,"2026-06-07 09:27:41,212",51,0.0002,2e-05,0.021544,1.5928e-06,0.51,0.003,"2026-06-07 09:27:45,685",34.6755,0.9295,34.6805,40000,0.9295,40000,"2026-06-07 09:28:03,212",30.6133,0.8476,30.6212,50000,0.8476,65000,42.9,0.2488,0.0527625,0.6410875,5.9508375000000004,0.0416875,0.0095125,8,46.75,0.2743,0.054775000000000004,0.6354625,5.9508375000000004,0.0424,0.0116375,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
67500,"2026-06-07 09:48:30,565",53,0.0002,2e-05,0.022473,1.1965e-06,0.51,0.001,"2026-06-07 09:49:25,418",34.6713,0.9293,34.6805,40000,0.9295,40000,"2026-06-07 09:49:44,825",30.62,0.8473,30.6212,50000,0.8476,65000,43.050000000000004,0.252175,0.053475,0.6375875,5.9507125,0.0414875,0.0094,8,47.08035,0.2768125,0.05575,0.6320875,5.9507125,0.0420875,0.011175,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
70000,"2026-06-07 10:11:02,831",55,0.0002,2e-05,0.015723,1.0609e-06,0.509,0.004,"2026-06-07 10:11:06,986",34.663,0.9294,34.6805,40000,0.9295,40000,"2026-06-07 10:11:26,560",30.6026,0.847,30.6212,50000,0.8476,65000,43.65,0.2571375,0.0544375,0.6306999999999999,5.9505625,0.0414625,0.0094125,8,47.3839125,0.2820875,0.055850000000000004,0.6287,5.9505625,0.04225,0.011175000000000001,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
72500,"2026-06-07 10:31:53,737",57,0.0002,2e-05,0.024296,1.0623e-06,0.507,0.001,"2026-06-07 10:32:49,531",34.6646,0.9293,34.6805,40000,0.9295,40000,"2026-06-07 10:33:09,714",30.6151,0.8471,30.6212,50000,0.8476,65000,46.0,0.260625,0.0547625,0.63475,5.951,0.0422,0.010125,8,48.7499875,0.28373750000000003,0.05715,0.627875,5.951,0.0428,0.011825,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
75000,"2026-06-07 10:54:28,835",59,0.0002,2e-05,0.018589,8.9393e-07,0.512,0.007,"2026-06-07 10:54:33,188",34.6501,0.9293,34.6805,40000,0.9295,40000,"2026-06-07 10:54:51,391",30.5983,0.8466,30.6212,50000,0.8476,65000,42.75,0.2554875,0.0544625,0.62985,5.951575,0.041975,0.00965,8,47.544624999999996,0.2750625,0.055275,0.6364625,5.951575,0.0425875,0.0114375,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
77500,"2026-06-07 11:15:20,556",61,0.0002,2e-05,0.021898,1.2549e-06,0.512,0.001,"2026-06-07 11:16:16,660",34.6591,0.9296,34.6805,40000,0.9296,77500,"2026-06-07 11:16:36,253",30.6122,0.8473,30.6212,50000,0.8476,65000,44.575,0.24333749999999998,0.05265,0.6415,5.9521250000000006,0.0412125,0.00905,8,48.25,0.273125,0.0551625,0.6348374999999999,5.9521250000000006,0.0419875,0.0114375,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
80000,"2026-06-07 11:37:55,475",63,0.0002,2e-05,0.020054,1.598e-06,0.59,0.085,"2026-06-07 11:37:59,962",34.6606,0.9295,34.6805,40000,0.9296,77500,"2026-06-07 11:38:20,434",30.579,0.8472,30.6212,50000,0.8476,65000,45.725,0.255525,0.05365,0.641575,5.952325,0.0419,0.0099,8,48.7589375,0.280775,0.055625,0.63585,5.952325,0.042775,0.011925,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
82500,"2026-06-07 11:58:53,344",65,0.0002,2e-05,0.02264,1.1229e-06,0.516,0.001,"2026-06-07 11:59:51,261",34.6965,0.9298,34.6965,82500,0.9298,82500,"2026-06-07 12:00:12,270",30.614,0.8476,30.6212,50000,0.8476,65000,44.074999999999996,0.2526125,0.0536625,0.6377875,5.952225,0.0413125,0.0094125,8,47.9285875,0.2905,0.0573125,0.6263125,5.952225,0.041987500000000004,0.011025,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
85000,"2026-06-07 12:21:39,249",67,0.0002,2e-05,0.017766,1.2388e-06,0.511,0.002,"2026-06-07 12:21:43,977",34.6923,0.9296,34.6965,82500,0.9298,82500,"2026-06-07 12:22:04,400",30.6197,0.8475,30.6212,50000,0.8476,65000,43.025,0.2455625,0.0526625,0.643125,5.952175,0.0418875,0.009425,8,46.946425,0.266,0.054475,0.6409625,5.952175,0.042325,0.011125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
87500,"2026-06-07 12:42:40,350",69,0.0002,2e-05,0.016976,1.27e-06,0.512,0.001,"2026-06-07 12:43:36,601",34.6743,0.9295,34.6965,82500,0.9298,82500,"2026-06-07 12:43:58,264",30.5953,0.8472,30.6212,50000,0.8476,65000,45.9,0.233875,0.051325,0.6509375000000001,5.9523375,0.041575,0.0098125,8,48.7500125,0.279075,0.05545,0.636725,5.9523375,0.0424625,0.0115,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
90000,"2026-06-07 13:05:23,117",71,0.0002,2e-05,0.023477,1.5165e-06,0.513,0.002,"2026-06-07 13:05:28,077",34.662,0.9293,34.6965,82500,0.9298,82500,"2026-06-07 13:05:48,800",30.6123,0.8472,30.6212,50000,0.8476,65000,44.2,0.248775,0.052725,0.6347625,5.952375,0.0414875,0.009375,8,47.660737499999996,0.2800875,0.056025,0.6299,5.952375,0.0422625,0.0112875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
92500,"2026-06-07 13:26:21,960",73,0.0002,2e-05,0.019832,7.8298e-07,0.515,0.001,"2026-06-07 13:27:17,696",34.6619,0.9294,34.6965,82500,0.9298,82500,"2026-06-07 13:27:38,041",30.6045,0.8471,30.6212,50000,0.8476,65000,43.3,0.23781249999999998,0.0517,0.6435,5.9523875,0.04185,0.009375,8,47.794625,0.28615,0.0559,0.6314625,5.9523875,0.042575,0.0112,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
95000,"2026-06-07 13:48:54,163",75,0.0002,2e-05,0.021469,1.0862e-06,0.507,0.002,"2026-06-07 13:48:58,897",34.673,0.9295,34.6965,82500,0.9298,82500,"2026-06-07 13:49:19,045",30.6141,0.8472,30.6212,50000,0.8476,65000,45.0,0.2374,0.052,0.6436875,5.95235,0.041612500000000004,0.0091625,8,49.098225,0.2686875,0.0540125,0.6461625,5.95235,0.0424,0.0110875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
97500,"2026-06-07 14:09:45,563",77,0.0002,2e-05,0.020564,1.5114e-06,0.508,0.001,"2026-06-07 14:10:41,308",34.649,0.9293,34.6965,82500,0.9298,82500,"2026-06-07 14:11:01,118",30.5863,0.8464,30.6212,50000,0.8476,65000,43.925,0.254375,0.0547875,0.6355125,5.9520875,0.0416625,0.0096125,8,48.1071375,0.279225,0.056150000000000005,0.6328625,5.9520875,0.0423625,0.0111625,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
100000,"2026-06-07 14:32:21,786",79,0.0002,2e-05,0.0196,1.3949e-06,0.506,0.003,"2026-06-07 14:32:26,076",34.6813,0.9294,34.6965,82500,0.9298,82500,"2026-06-07 14:32:43,929",30.618,0.8472,30.6212,50000,0.8476,65000,45.1,0.2403,0.0518875,0.6524625,5.953025,0.0416375,0.009725,8,47.732150000000004,0.26855,0.054825,0.639025,5.953025,0.0425875,0.011325,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
102500,"2026-06-07 14:53:03,207",81,0.0002,2e-05,0.018222,9.5737e-07,0.507,0.001,"2026-06-07 14:53:57,557",34.6735,0.9293,34.6965,82500,0.9298,82500,"2026-06-07 14:54:15,442",30.6105,0.8467,30.6212,50000,0.8476,65000,45.3,0.2247875,0.0497875,0.6588375,5.9531375,0.041125,0.0086,8,49.3928625,0.262525,0.05305,0.6525375,5.9531375,0.041825,0.010275,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
105000,"2026-06-07 15:15:27,166",83,0.0002,2e-05,0.020407,1.3345e-06,0.509,0.003,"2026-06-07 15:15:31,595",34.6637,0.9292,34.6965,82500,0.9298,82500,"2026-06-07 15:15:52,091",30.6182,0.8469,30.6212,50000,0.8476,65000,43.175,0.2537,0.053525,0.643025,5.9536375,0.0417,0.0095,8,47.383925,0.2783125,0.0553625,0.6394125,5.9536375,0.0425125,0.011475,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
107500,"2026-06-07 15:36:14,538",85,0.0002,2e-05,0.018436,1.1121e-06,0.506,0.001,"2026-06-07 15:37:09,485",34.6638,0.9294,34.6965,82500,0.9298,82500,"2026-06-07 15:37:30,953",30.617,0.8472,30.6212,50000,0.8476,65000,45.425,0.2598875,0.05435,0.6373,5.9539625,0.042287500000000006,0.0101375,8,48.1696375,0.27115,0.0548375,0.6412625,5.9539625,0.0427125,0.011375,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
110000,"2026-06-07 15:58:44,644",87,0.0002,2e-05,0.018824,8.442e-07,0.507,0.003,"2026-06-07 15:58:49,147",34.6508,0.9293,34.6965,82500,0.9298,82500,"2026-06-07 15:59:09,563",30.5963,0.8473,30.6212,50000,0.8476,65000,44.325,0.243425,0.051725,0.6542625,5.9538125,0.041725,0.009375,8,48.2142875,0.27995,0.054912499999999996,0.6427125,5.9538125,0.0425,0.011049999999999999,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
