iter,train_timestamp,train_epoch,lr_g,lr_route,l_pix,l_route,time_sec,data_time_sec,set5_timestamp,set5_psnr,set5_ssim,set5_best_psnr,set5_best_psnr_iter,set5_best_ssim,set5_best_ssim_iter,set14_timestamp,set14_psnr,set14_ssim,set14_best_psnr,set14_best_psnr_iter,set14_best_ssim,set14_best_ssim_iter,set5_route_usage_active_mean,set5_route_usage_max_mean,set5_route_usage_std_mean,set5_route_entropy_norm_mean,set5_route_router_scale_mean,set5_route_xscore_mean_mean,set5_route_xscore_std_mean,set5_route_blocks,set14_route_usage_active_mean,set14_route_usage_max_mean,set14_route_usage_std_mean,set14_route_entropy_norm_mean,set14_route_router_scale_mean,set14_route_xscore_mean_mean,set14_route_xscore_std_mean,set14_route_blocks,train_source_log,set5_source_log,set14_source_log
112500,"2026-06-07 16:19:34,430",89,0.0002,2e-05,0.022242,1.1367e-06,0.507,0.001,"2026-06-07 16:20:30,176",34.6811,0.9296,34.6965,82500,0.9298,82500,"2026-06-07 16:20:50,809",30.6128,0.8474,30.6212,50000,0.8476,65000,44.25,0.25505,0.054725,0.6315625,5.9539375,0.041937499999999996,0.0095875,8,47.624987499999996,0.282925,0.05635,0.6329375,5.9539375,0.042562499999999996,0.0114,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
115000,"2026-06-07 16:42:09,015",91,0.0002,2e-05,0.018881,1.0425e-06,0.515,0.011,"2026-06-07 16:42:13,935",34.6978,0.9295,34.6978,115000,0.9298,82500,"2026-06-07 16:42:33,155",30.6129,0.8471,30.6212,50000,0.8476,65000,45.075,0.2494375,0.0524125,0.644825,5.9551875,0.042175,0.0094375,8,48.7767875,0.287975,0.055925,0.63535,5.9551875,0.0428875,0.0111125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
117500,"2026-06-07 17:03:00,201",93,0.0002,2e-05,0.020051,1.179e-06,0.507,0.001,"2026-06-07 17:03:55,394",34.6576,0.9293,34.6978,115000,0.9298,82500,"2026-06-07 17:04:15,146",30.6184,0.8468,30.6212,50000,0.8476,65000,46.225,0.24395,0.05215,0.6509875,5.955550000000001,0.041862500000000004,0.00945,8,49.0535625,0.2852125,0.056125,0.6340749999999999,5.955550000000001,0.0427,0.0115625,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
120000,"2026-06-07 17:25:33,324",95,0.0002,2e-05,0.020094,1.1089e-06,0.566,0.064,"2026-06-07 17:25:37,579",34.6765,0.9294,34.6978,115000,0.9298,82500,"2026-06-07 17:25:56,370",30.609,0.8474,30.6212,50000,0.8476,65000,43.325,0.2521125,0.0541125,0.634475,5.955425,0.0421,0.01005,8,47.6250125,0.2741875,0.05575,0.634225,5.955425,0.0428375,0.011600000000000001,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
122500,"2026-06-07 17:46:23,823",97,0.0002,2e-05,0.014739,9.4477e-07,0.507,0.001,"2026-06-07 17:47:18,941",34.6528,0.9293,34.6978,115000,0.9298,82500,"2026-06-07 17:47:37,570",30.596,0.8468,30.6212,50000,0.8476,65000,44.35,0.25079999999999997,0.05405,0.635325,5.9556125,0.04255,0.0102875,8,48.0625,0.2821125,0.056325,0.6382125,5.9556125,0.043175,0.0123125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
125000,"2026-06-07 18:08:50,620",99,0.0002,2e-05,0.01963,1.258e-06,0.511,0.002,"2026-06-07 18:08:54,808",34.6567,0.9295,34.6978,115000,0.9298,82500,"2026-06-07 18:09:13,410",30.616,0.8478,30.6212,50000,0.8478,125000,44.05,0.2562,0.0529375,0.642025,5.955025,0.0421625,0.0099375,8,47.8482125,0.2772125,0.05505,0.638325,5.955025,0.042925,0.011774999999999999,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
127500,"2026-06-07 18:29:37,409",101,0.0001,1e-05,0.021386,1.2049e-06,0.506,0.001,"2026-06-07 18:30:33,144",34.6868,0.9296,34.6978,115000,0.9298,82500,"2026-06-07 18:30:51,168",30.6479,0.8477,30.6479,127500,0.8478,125000,45.4,0.2508875,0.053025,0.6504125000000001,5.9558124999999995,0.041825,0.0097,8,48.5803625,0.26735,0.05335,0.6534875,5.9558124999999995,0.0423125,0.0112,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
130000,"2026-06-07 18:52:08,325",103,0.0001,1e-05,0.016692,1.0786e-06,0.508,0.002,"2026-06-07 18:52:12,583",34.6551,0.9296,34.6978,115000,0.9298,82500,"2026-06-07 18:52:31,030",30.6276,0.8479,30.6479,127500,0.8479,130000,45.8,0.2481625,0.0527625,0.6476125,5.9556125,0.0418375,0.00985,8,48.6160625,0.2759125,0.055412499999999996,0.6412625,5.9556125,0.042575,0.01145,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
132500,"2026-06-07 19:12:54,640",105,0.0001,1e-05,0.02148,1.1797e-06,0.506,0.001,"2026-06-07 19:13:49,478",34.6959,0.9295,34.6978,115000,0.9298,82500,"2026-06-07 19:14:07,208",30.644,0.8475,30.6479,127500,0.8479,130000,44.875,0.2466375,0.053025,0.6448125,5.956325,0.0423875,0.01015,8,48.6607125,0.27715,0.055275000000000005,0.640775,5.956325,0.042875,0.0114,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
135000,"2026-06-07 19:35:23,092",107,0.0001,1e-05,0.021195,1.0431e-06,0.509,0.002,"2026-06-07 19:35:28,535",34.6963,0.9295,34.6978,115000,0.9298,82500,"2026-06-07 19:35:48,192",30.636,0.8476,30.6479,127500,0.8479,130000,45.225,0.2398125,0.0509375,0.6545,5.9567250000000005,0.0415,0.00925,8,48.6964375,0.2594875,0.0525625,0.6536875,5.9567250000000005,0.0419625,0.0105875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
137500,"2026-06-07 19:56:16,082",109,0.0001,1e-05,0.019103,1.2309e-06,0.508,0.001,"2026-06-07 19:57:11,463",34.6802,0.9295,34.6978,115000,0.9298,82500,"2026-06-07 19:57:31,792",30.6527,0.8477,30.6527,137500,0.8479,130000,45.725,0.250475,0.05315,0.643275,5.9571,0.0419125,0.0097875,8,48.678575,0.271275,0.0544875,0.64385,5.9571,0.042575,0.0112625,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
140000,"2026-06-07 20:18:47,546",111,0.0001,1e-05,0.019501,1.0634e-06,0.512,0.002,"2026-06-07 20:18:51,990",34.6663,0.9294,34.6978,115000,0.9298,82500,"2026-06-07 20:19:10,759",30.6245,0.8477,30.6527,137500,0.8479,130000,44.65,0.2513875,0.05235,0.6456875,5.9577875,0.0415125,0.009525,8,48.2053625,0.2749875,0.054825,0.6414875,5.9577875,0.04255,0.0115,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
142500,"2026-06-07 20:39:35,851",113,0.0001,1e-05,0.019441,9.5379e-07,0.506,0.001,"2026-06-07 20:40:31,245",34.6765,0.9294,34.6978,115000,0.9298,82500,"2026-06-07 20:40:50,148",30.6297,0.8475,30.6527,137500,0.8479,130000,45.325,0.234375,0.051237500000000005,0.6531750000000001,5.95755,0.041925,0.00995,8,48.3124875,0.27026249999999996,0.054275,0.6440250000000001,5.95755,0.0426,0.0112125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
145000,"2026-06-07 21:02:06,334",115,0.0001,1e-05,0.01871,1.1033e-06,0.506,0.003,"2026-06-07 21:02:10,373",34.663,0.9294,34.6978,115000,0.9298,82500,"2026-06-07 21:02:29,151",30.643,0.8481,30.6527,137500,0.8481,145000,45.8,0.2391375,0.051275,0.6562125,5.95825,0.041550000000000004,0.009275,8,49.035725,0.270625,0.054325,0.647225,5.95825,0.0422375,0.0109125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
147500,"2026-06-07 21:22:49,833",117,0.0001,1e-05,0.015809,9.3857e-07,0.505,0.001,"2026-06-07 21:23:44,723",34.7043,0.9297,34.7043,147500,0.9298,82500,"2026-06-07 21:24:02,756",30.63,0.8476,30.6527,137500,0.8481,145000,45.0,0.251875,0.0532625,0.644475,5.958975,0.042125,0.0101,8,48.8035625,0.2807625,0.0557125,0.64025,5.958975,0.0429875,0.011625,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
150000,"2026-06-07 21:45:14,927",119,0.0001,1e-05,0.01485,8.2083e-07,0.508,0.004,"2026-06-07 21:45:19,377",34.6754,0.9296,34.7043,147500,0.9298,82500,"2026-06-07 21:45:38,734",30.6302,0.8479,30.6527,137500,0.8481,145000,46.0,0.2436125,0.051949999999999996,0.6531375,5.959,0.041725,0.009425,8,49.410712499999995,0.2668375,0.0538625,0.64925,5.959,0.0424875,0.0109,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
152500,"2026-06-07 22:06:00,586",121,0.0001,1e-05,0.018413,1.0537e-06,0.505,0.001,"2026-06-07 22:06:55,627",34.6815,0.9294,34.7043,147500,0.9298,82500,"2026-06-07 22:07:14,117",30.6329,0.8474,30.6527,137500,0.8481,145000,45.550000000000004,0.2417375,0.051125000000000004,0.656625,5.9594125,0.0414375,0.00945,8,49.4017625,0.26805,0.0534,0.6521625,5.9594125,0.041975,0.0106125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
155000,"2026-06-07 22:28:26,588",123,0.0001,1e-05,0.021243,1.8481e-06,0.515,0.007,"2026-06-07 22:28:30,950",34.6467,0.9292,34.7043,147500,0.9298,82500,"2026-06-07 22:28:49,448",30.641,0.8471,30.6527,137500,0.8481,145000,46.95,0.2401375,0.051475,0.65785,5.9600124999999995,0.0418875,0.0098,8,49.60715,0.27075,0.0539,0.650925,5.9600124999999995,0.0424,0.0109625,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
157500,"2026-06-07 22:49:11,091",125,0.0001,1e-05,0.018726,1.0442e-06,0.506,0.001,"2026-06-07 22:50:06,446",34.7037,0.9297,34.7043,147500,0.9298,82500,"2026-06-07 22:50:23,636",30.6455,0.8479,30.6527,137500,0.8481,145000,44.75,0.235975,0.0515,0.6554625,5.96005,0.0420375,0.0097375,8,48.6964125,0.2613625,0.05345,0.6493875,5.96005,0.0423625,0.0108125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
160000,"2026-06-07 23:11:37,264",127,0.0001,1e-05,0.022189,8.901e-07,0.55,0.049,"2026-06-07 23:11:41,626",34.6993,0.9297,34.7043,147500,0.9298,82500,"2026-06-07 23:12:00,204",30.635,0.8479,30.6527,137500,0.8481,145000,45.875,0.2355125,0.05085,0.6591125,5.9611625,0.0418625,0.009525,8,48.9821375,0.256225,0.0528625,0.654125,5.9611625,0.042325,0.0108,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
162500,"2026-06-07 23:32:21,159",129,0.0001,1e-05,0.015164,7.4588e-07,0.506,0.001,"2026-06-07 23:33:16,186",34.6958,0.9295,34.7043,147500,0.9298,82500,"2026-06-07 23:33:35,144",30.651,0.8477,30.6527,137500,0.8481,145000,44.85,0.2526375,0.0524375,0.6515375,5.9613,0.0416,0.009275,8,48.66965,0.268375,0.053875,0.6481125,5.9613,0.042225,0.0107875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
165000,"2026-06-07 23:54:47,712",131,0.0001,1e-05,0.01859,1.4434e-06,0.508,0.002,"2026-06-07 23:54:52,128",34.68,0.9294,34.7043,147500,0.9298,82500,"2026-06-07 23:55:11,115",30.6513,0.8478,30.6527,137500,0.8481,145000,45.4,0.2407,0.0512375,0.6586125,5.961575,0.0415,0.0091625,8,48.678575,0.2645875,0.0530125,0.6522875,5.961575,0.0421875,0.0107625,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
167500,"2026-06-08 00:15:31,432",133,0.0001,1e-05,0.018246,8.976e-07,0.509,0.001,"2026-06-08 00:16:26,800",34.6962,0.9294,34.7043,147500,0.9298,82500,"2026-06-08 00:16:46,525",30.6459,0.8475,30.6527,137500,0.8481,145000,44.775,0.249125,0.052575,0.64985,5.9620125,0.041850000000000005,0.0097125,8,48.571425,0.2612625,0.0530125,0.651875,5.9620125,0.0423875,0.01095,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
170000,"2026-06-08 00:38:03,435",135,0.0001,1e-05,0.016093,6.7929e-07,0.507,0.002,"2026-06-08 00:38:07,756",34.6714,0.9294,34.7043,147500,0.9298,82500,"2026-06-08 00:38:26,890",30.6341,0.8476,30.6527,137500,0.8481,145000,45.699999999999996,0.2507625,0.0528875,0.64595,5.962725,0.0419625,0.009725,8,48.9821375,0.2684125,0.0543,0.6460125,5.962725,0.0426125,0.0111125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
172500,"2026-06-08 00:58:54,755",137,0.0001,1e-05,0.020562,9.7138e-07,0.508,0.001,"2026-06-08 00:59:49,984",34.6869,0.9296,34.7043,147500,0.9298,82500,"2026-06-08 01:00:10,520",30.6381,0.8479,30.6527,137500,0.8481,145000,45.275,0.24235,0.0516625,0.6548,5.963125,0.041825,0.0098,8,48.75,0.2634375,0.052975,0.655525,5.963125,0.0425375,0.0110875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
175000,"2026-06-08 01:21:29,947",139,0.0001,1e-05,0.017948,9.2819e-07,0.51,0.002,"2026-06-08 01:21:34,248",34.6901,0.9297,34.7043,147500,0.9298,82500,"2026-06-08 01:21:52,606",30.6313,0.8479,30.6527,137500,0.8481,145000,45.9,0.2409625,0.051075,0.657425,5.9636375,0.0418125,0.0096625,8,49.7321375,0.2676375,0.053425,0.6525625,5.9636375,0.0426,0.0111125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
177500,"2026-06-08 01:42:19,812",141,0.0001,1e-05,0.019667,1.104e-06,0.508,0.001,"2026-06-08 01:43:14,762",34.6884,0.9294,34.7043,147500,0.9298,82500,"2026-06-08 01:43:34,130",30.6388,0.8475,30.6527,137500,0.8481,145000,45.85,0.235875,0.0499125,0.666425,5.9642125,0.041825,0.009625,8,49.098225,0.2620375,0.052125,0.660925,5.9642125,0.0423625,0.010875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
180000,"2026-06-08 02:04:53,709",143,0.0001,1e-05,0.01751,1.2866e-06,0.508,0.002,"2026-06-08 02:04:58,129",34.6749,0.9294,34.7043,147500,0.9298,82500,"2026-06-08 02:05:16,987",30.6399,0.8477,30.6527,137500,0.8481,145000,45.525,0.2415625,0.050775,0.661775,5.964725,0.0415125,0.00925,8,49.0892875,0.25808749999999997,0.0521,0.6588,5.964725,0.042062499999999996,0.01055,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
182500,"2026-06-08 02:25:44,874",145,0.0001,1e-05,0.017446,1.0652e-06,0.508,0.001,"2026-06-08 02:26:40,213",34.6842,0.9294,34.7043,147500,0.9298,82500,"2026-06-08 02:26:58,247",30.6426,0.8478,30.6527,137500,0.8481,145000,45.575,0.2302375,0.050475,0.6604875,5.96525,0.0418375,0.0093375,8,48.714275,0.26735,0.0535,0.65145,5.96525,0.042625,0.01085,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
185000,"2026-06-08 02:48:18,605",147,0.0001,1e-05,0.01804,9.9174e-07,0.509,0.003,"2026-06-08 02:48:22,931",34.6779,0.9296,34.7043,147500,0.9298,82500,"2026-06-08 02:48:42,106",30.641,0.8479,30.6527,137500,0.8481,145000,46.074999999999996,0.23096250000000002,0.0497125,0.66645,5.9658875,0.042075,0.0096125,8,48.9196375,0.2650375,0.0533875,0.6527499999999999,5.9658875,0.042725,0.0109625,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
187500,"2026-06-08 03:09:11,075",149,0.0001,1e-05,0.021678,1.0641e-06,0.507,0.001,"2026-06-08 03:10:07,036",34.6713,0.9294,34.7043,147500,0.9298,82500,"2026-06-08 03:10:26,689",30.6362,0.8476,30.6527,137500,0.8481,145000,46.175,0.23205,0.0502125,0.6628875,5.9663,0.0420125,0.0096875,8,49.0357,0.2660375,0.053462499999999996,0.6514625,5.9663,0.0426125,0.0109875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
190000,"2026-06-08 03:31:47,294",151,0.0001,1e-05,0.019629,8.5965e-07,0.513,0.004,"2026-06-08 03:31:51,398",34.6886,0.9296,34.7043,147500,0.9298,82500,"2026-06-08 03:32:09,766",30.6492,0.8477,30.6527,137500,0.8481,145000,43.6,0.2406375,0.0510625,0.656375,5.967124999999999,0.0417125,0.0093,8,48.321425,0.2630375,0.0531875,0.6520875,5.967124999999999,0.04235,0.0107875,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
192500,"2026-06-08 03:52:48,285",153,0.0001,1e-05,0.019251,9.4092e-07,0.507,0.001,"2026-06-08 03:53:43,385",34.6892,0.9298,34.7043,147500,0.9298,82500,"2026-06-08 03:54:01,804",30.6535,0.8478,30.6535,192500,0.8481,145000,45.45,0.241425,0.050925,0.662925,5.9679625000000005,0.0422125,0.010125,8,49.01785,0.272725,0.053825,0.6527125,5.9679625000000005,0.042949999999999995,0.011375,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
195000,"2026-06-08 04:15:22,958",155,0.0001,1e-05,0.020142,9.5057e-07,0.518,0.006,"2026-06-08 04:15:27,560",34.6878,0.9296,34.7043,147500,0.9298,82500,"2026-06-08 04:15:47,678",30.6501,0.8479,30.6535,192500,0.8481,145000,45.699999999999996,0.2431,0.0506125,0.6623375,5.9685,0.041862500000000004,0.0096375,8,49.3035625,0.2715375,0.053425,0.6531375,5.9685,0.0424625,0.0109625,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
197500,"2026-06-08 04:36:15,555",157,0.0001,1e-05,0.016989,9.1458e-07,0.506,0.001,"2026-06-08 04:37:12,211",34.692,0.9295,34.7043,147500,0.9298,82500,"2026-06-08 04:37:32,307",30.6569,0.8478,30.6569,197500,0.8481,145000,45.775,0.243,0.051062500000000004,0.6595125,5.9690125,0.04185,0.009537499999999999,8,48.803574999999995,0.25980000000000003,0.0525625,0.657225,5.9690125,0.042325,0.0108375,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
200000,"2026-06-08 04:58:49,090",159,0.0001,1e-05,0.020204,9.652e-07,0.539,0.034,"2026-06-08 04:58:53,270",34.6934,0.9295,34.7043,147500,0.9298,82500,"2026-06-08 04:59:11,718",30.6459,0.8475,30.6569,197500,0.8481,145000,44.75,0.245725,0.0513875,0.6577375,5.9696875,0.0418375,0.0094625,8,48.2321625,0.257225,0.0520125,0.6592875,5.9696875,0.0422125,0.01065,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
202500,"2026-06-08 05:19:39,380",161,5e-05,5e-06,0.017689,1.0044e-06,0.508,0.001,"2026-06-08 05:20:34,410",34.7112,0.9297,34.7112,202500,0.9298,82500,"2026-06-08 05:20:53,962",30.6566,0.8481,30.6569,197500,0.8481,145000,46.475,0.249825,0.0514375,0.6599125,5.9697125,0.0418875,0.0097125,8,49.491075,0.2539375,0.05155,0.6628499999999999,5.9697125,0.04245,0.010924999999999999,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
205000,"2026-06-08 05:42:13,858",163,5e-05,5e-06,0.019161,1.1494e-06,0.509,0.002,"2026-06-08 05:42:18,180",34.6907,0.9295,34.7112,202500,0.9298,82500,"2026-06-08 05:42:36,992",30.645,0.8477,30.6569,197500,0.8481,145000,45.55,0.2425375,0.04995,0.6648,5.9701375,0.0417125,0.009325,8,48.6517875,0.2544,0.05135,0.66235,5.9701375,0.0421,0.0104625,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
207500,"2026-06-08 06:03:05,585",165,5e-05,5e-06,0.021828,1.1965e-06,0.509,0.001,"2026-06-08 06:04:02,501",34.6981,0.9297,34.7112,202500,0.9298,82500,"2026-06-08 06:04:21,716",30.6479,0.8479,30.6569,197500,0.8481,145000,45.1,0.2465125,0.0512125,0.6601125,5.9703375,0.0420625,0.009600000000000001,8,48.4374875,0.2623375,0.052512500000000004,0.6567,5.9703375,0.0426375,0.010825,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
210000,"2026-06-08 06:25:39,109",167,5e-05,5e-06,0.019747,9.7468e-07,0.509,0.002,"2026-06-08 06:25:43,690",34.7165,0.9298,34.7165,210000,0.9298,82500,"2026-06-08 06:26:04,555",30.6593,0.8479,30.6593,210000,0.8481,145000,45.275,0.24103750000000002,0.0508,0.6611125,5.970575,0.0418625,0.0096,8,48.6517875,0.25925,0.0521375,0.6594125,5.970575,0.0424875,0.0108375,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
212500,"2026-06-08 06:46:33,351",169,5e-05,5e-06,0.021813,1.23e-06,0.507,0.001,"2026-06-08 06:47:28,563",34.7079,0.9296,34.7165,210000,0.9298,82500,"2026-06-08 06:47:49,296",30.6482,0.8478,30.6593,210000,0.8481,145000,45.5,0.2331125,0.049125,0.669,5.9706624999999995,0.0415,0.0092125,8,48.8035875,0.26005,0.0518875,0.6594125,5.9706624999999995,0.042062499999999996,0.0102375,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
215000,"2026-06-08 07:09:26,670",171,5e-05,5e-06,0.021121,1.1304e-06,0.507,0.002,"2026-06-08 07:09:31,045",34.7061,0.9298,34.7165,210000,0.9298,82500,"2026-06-08 07:09:51,134",30.6528,0.8479,30.6593,210000,0.8481,145000,45.425,0.24593749999999998,0.0516,0.6582,5.9711625,0.0418875,0.0096375,8,48.9553625,0.2609625,0.052512500000000004,0.65845,5.9711625,0.042487500000000004,0.0108125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
217500,"2026-06-08 07:30:19,315",173,5e-05,5e-06,0.022457,1.3129e-06,0.517,0.001,"2026-06-08 07:31:14,905",34.7076,0.9296,34.7165,210000,0.9298,82500,"2026-06-08 07:31:35,767",30.6497,0.8479,30.6593,210000,0.8481,145000,45.75,0.2381625,0.0500375,0.6674875,5.971325,0.041299999999999996,0.0090375,8,49.187487499999996,0.262,0.0523875,0.659975,5.971325,0.0418375,0.01035,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
220000,"2026-06-08 07:52:52,638",175,5e-05,5e-06,0.019179,1.2789e-06,0.508,0.002,"2026-06-08 07:52:57,057",34.6942,0.9296,34.7165,210000,0.9298,82500,"2026-06-08 07:53:17,244",30.6498,0.8479,30.6593,210000,0.8481,145000,46.2,0.2433,0.050925,0.6620874999999999,5.971825,0.0419125,0.00965,8,49.5446375,0.267325,0.053025,0.6579625,5.971825,0.0424,0.0108125,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
222500,"2026-06-08 08:13:46,228",177,5e-05,5e-06,0.018373,1.0325e-06,0.51,0.001,"2026-06-08 08:14:41,761",34.6879,0.9297,34.7165,210000,0.9298,82500,"2026-06-08 08:15:01,294",30.6418,0.848,30.6593,210000,0.8481,145000,46.05,0.24233749999999998,0.0505375,0.6637625,5.9719375,0.0417,0.0094625,8,49.0893,0.2626625,0.0526375,0.6555875,5.9719375,0.0421875,0.010575,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
225000,"2026-06-08 08:36:20,389",179,5e-05,5e-06,0.022851,1.5094e-06,0.509,0.003,"2026-06-08 08:36:24,968",34.713,0.9297,34.7165,210000,0.9298,82500,"2026-06-08 08:36:43,803",30.6553,0.8479,30.6593,210000,0.8481,145000,45.875,0.2341375,0.0495875,0.6681375,5.972325,0.0414375,0.009025,8,48.8125,0.2604,0.05235,0.6592125,5.972325,0.0419875,0.0102375,8,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log,train_train_CATANet_x3_finetune_20260607_000319.log
